id,titles,artists,danceability,energy,acousticness,instrumentalness,tempo,dataset,cluster
1rKLz4vZZOC22bHHcmuAf4,Descension,Unwound,0.384,0.89,9.23e-05,0.7440000000000001,112.453,N,12
4bfTuAYGeE1K3kuL5Kn6kC,Histoire du soldat (The Soldier's Tale) (Performed in English): Part I Scene 2: Pastorale,Igor Stravinsky and  Aage Haugland and  Royal Scottish National Orchestra and  Neeme Järvi,0.13,0.0033799999999999,0.99,0.429,85.221,N,11
7JWBFnDbTFUrbOcv0rAzpf,Consciência Pesada (Acústico),Bruno & Marrone,0.327,0.57,0.647,1.79e-06,70.565,N,6
0y8c74ezNCYou4FrX4xI8v,Strange,Big Thief,0.733,0.417,0.914,0.181,129.214,N,3
5cTZOON9EFqF28nCuq7klU,Road Trip,Purrple Cat,0.7020000000000001,0.184,0.838,0.841,99.979,N,2
60EjIBzz6sH5DwrGUM7ZHl,Is It The Right Way,Les Thugs,0.237,0.789,9.75e-05,0.852,125.319,N,12
71pRQRYQIhMTlaKc2OVN3K,One of These Days,The Sign,0.655,0.905,0.157,0.0,130.04,N,1
5Io5AG6Xw0rUKExURRugmX,Blacktop (Intro),Blacktop,0.542,0.942,0.0289999999999999,0.245,124.43,N,7
3R0vxJ2sOJx0Hqxf6VXwIK,Postman,Burning Spear,0.721,0.428,0.00182,0.395,152.894,N,1
3GnXrM3O89AqNG8OdjcMfv,Killing Me - Unreleased Demo,Steve Wynn and  The Miracle 3,0.484,0.444,0.895,0.857,81.935,N,2
6G5WlYWBol5dk9lpn2XCgE,It's Alright,The Atomic Bitchwax,0.231,0.923,0.000102,0.2239999999999999,190.057,N,10
0FEuwA5AeOk6x8159YYNIl,Yardy,Funkadesi,0.54,0.7290000000000001,0.238,0.0,97.598,N,7
3F7bVGIgU1ZfMKxtwUxmo9,Drunkard's Lone Child,The Stairwell Sisters,0.3720000000000001,0.178,0.8490000000000001,0.000133,193.792,N,8
5yOF0uFO2HTKOeXm1GHxpM,It's Behind You,TomboFry,0.0956,0.95,0.0617,0.8440000000000001,150.026,N,5
7zJpYf2bvb4MtRFeq4Krlf,RECIPE <調理法>,Taeko Onuki,0.8170000000000001,0.774,0.6459999999999999,0.0605,129.97,N,1
70ww5MkBmiAnwaYfevmsHe,Mlada: Cortege,Nikolai Rimsky-Korsakov and  Slovak Radio Symphony Orchestra and  Donald Johanos,0.406,0.382,0.897,0.8809999999999999,97.915,N,2
0cL72FT7ytTIZpDgHtJMff,Get Your Monkeys Out,Kix,0.485,0.833,0.00271,0.0629,151.58100000000005,N,10
0XjbvPaZkayrNOCraupL9S,Prime Tyme,Shy Glizzy,0.807,0.672,0.218,0.0,145.018,N,1
5Ex2jRYIBRopYhPFxBe37w,Ben Bu İşi Niye Yapıyom Ki?,İndigo,0.804,0.667,0.106,0.0,91.963,N,0
1CXZc7fCZHZubWkjOih02e,Nappy Riddem,Nappy Riddem,0.8059999999999999,0.833,0.00587,0.135,114.979,N,0
6ir6EiJbeN0Pdu5stmA8lE,Bipolar,Rausch,0.5589999999999999,0.735,0.104,0.00158,130.09,N,1
60LjmTOrMFfLM9p7r1TvgN,Writin' Stories,Web Sheldon and  Priveyt,0.835,0.6759999999999999,0.0243,0.0,99.983,N,0
3dGhYap5v8zo0Srj25Pnhy,Partita No. 2 for Solo Cello: Movement III,Philip Glass and  Matt Haimovitz,0.2239999999999999,0.0873,0.847,0.97,112.131,N,11
11FLs8ciDVSsmpND64RCvA,Bastard Child,Shawn Harris,0.307,0.823,0.00121,0.664,138.434,N,5
1NZphoZswKHLFm7siA17uR,Suite breve: Sarabanda,Harold Gramatges and  Marco Tamayo,0.363,0.00241,0.994,0.907,75.952,N,11
7EGoigoKqIwDJjBcrVDndo,Hard in the Streets,Rudeboy Jett,0.6829999999999999,0.431,0.226,0.0,147.83,N,1
71lRigR1SzhVptQboeTDit,Es Isso,Habstrakt and  Asdek,0.917,0.8140000000000001,0.0264,0.282,126.077,N,1
530sDwp2yp7Xv6XfViZ4Lp,hundertachtunddreißig 2020,reezy,0.866,0.5770000000000001,0.556,0.0143,125.069,N,1
6Y0CCSxvi4QI3iRkrs9xkc,"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": IV. Allegro con fuoco",Antonín Dvořák and  Eugene Ormandy and  London Symphony Orchestra,0.2739999999999999,0.1889999999999999,0.894,0.914,132.719,N,9
1xK8jHwzI43Fbb1TJi67Qi,Aiemas Svetku Vakara,Vilnis Salaks and  New York Latvian Concert Choir and  Inese Berzina and  Sindija Druva and  Laura Pedga Azmura and  Ints Teterovskis and  Valdis Tomsons and  Andrejs Jansons and  New Chamber Orchestra of Riga,0.2789999999999999,0.196,0.92,0.000145,117.79,N,6
4pLrAmEWggfLXGiylUuNJ0,Twin-H Jump,T.N.T Tribble,0.5660000000000001,0.305,0.926,0.924,116.599,N,2
7EF0i9B35IanhXyXfyQeCB,Who Thinks The Style Is Fresh,Cali Agents,0.67,0.713,0.0776,4.96e-06,95.635,N,0
0CP3dObrnh64KyCTids5ao,"Hallelujah, I'm Gonna Be Free Again",The Mountainaires,0.872,0.319,0.863,4.84e-05,114.752,N,3
1XK560D7zhSVAGlbrzBU95,My mistres blush is bonie,Anonymous\xa0 and  Ronn McFarlane,0.636,0.12,0.904,0.723,92.016,N,2
7zthczBbgCsnumcXWfNtXq,No Plan,David Bowie,0.532,0.493,0.488,0.00285,80.016,N,3
3rJnr32Dc5UEHB5ePMM5rJ,"El Cuarto - The Room, bulería",Rafael Jimenez and  Juan Antonio Suarez,0.6940000000000001,0.573,0.815,3.02e-06,108.344,N,3
18TnZKF3RCnDNwFLhEhLKR,The Connemara Shore,Burning Bridget Cleary,0.545,0.226,0.909,9.27e-05,93.388,N,3
42txlAdzVXb59TsOgQAgnv,Take Good Care of My Baby,The Buccaneers,0.733,0.8370000000000001,0.00587,5.12e-06,88.005,N,0
6s8zVo707HtoPPuRMApUjt,Lonely,Foreigner,0.618,0.945,0.0211,0.0,115.013,N,7
5e91vUi9qNL3WcjN5kYm5N,С другой планеты (feat. Superior.Cat.Proteus),GONE.Fludd and  M00NCHILD and  Superior.Cat.Proteus,0.71,0.6629999999999999,0.455,0.0,140.131,N,1
4LLUwRLOPVmjCXW6O4fwJm,"Athalia, HWV 52: Part 1, Scene 3: No. 17 Aria (Athalia)",George Frideric Handel and  Markus Brutscher and  Friederike Holzhausen and  Stephan MacLeod and  Annette Reinhold and  Barbara Schlick and  Elisabeth Scholl and  Junge Kantorei and  Frankfurt Baroque Orchestra and  Joachim Carlos Martini,0.181,0.0254,0.963,0.000152,173.15599999999995,N,8
6xbGIEnsM8y5WQnu3i3Bvt,Flower of Scotland,Roy Williamson and  The Band Of H.M. Royal Marines and  Lucy Kay and  Lt. Col. N. J. Grace OBE RM,0.291,0.266,0.865,0.0048,111.6,N,6
5xQWt5ugz4ltan5Ci8TuW9,Wait a Minute,Eddie Ray,0.446,0.943,0.124,0.303,135.203,N,10
2rQA4BZ2ZAkz6lziNRqFBH,White Christmas,Kenny G,0.243,0.1669999999999999,0.951,0.623,73.804,N,11
5c4rCjMwxIPiCz1btiUdcU,希望,Dave Wong and  陳秀男 and  Ye Chui Qing and  chang Yong Fu,0.363,0.287,0.6990000000000001,4.6e-06,80.171,N,6
4H86mQjZlym0g2HzQFynOk,さよならの足音,Stardust Revue,0.561,0.622,0.507,0.0107,73.839,N,0
7kj5HzsB3LemKxUPcIv4ZN,I'm Sorry You Had to Hear That - Live,Dweezil Zappa,0.238,0.96,0.0281,0.00981,94.686,N,7
37UjcK51pey5m4o2mb4iBx,Cavalleria rusticana: Perchè m'hai fatto segno: Voi lo sapete,Pietro Mascagni and  Renato Cellini,0.177,0.0588,0.957,0.0125,82.65299999999998,N,6
2LYTHFRxCfhQWUR0MEbxOK,Pathfinder,Gabriele Bulfon and  Franco Avalli and  Maxx Furian,0.315,0.344,0.713,0.8959999999999999,98.006,N,11
4P5AeArROg0yElJa5nPIC8,Stranded,Destra Garcia,0.486,0.8759999999999999,0.0599,0.0,74.211,N,7
6jiIHkdgbF9BdxXG9X13m0,Let It Ride,Clayton Savage,0.918,0.877,0.1159999999999999,0.022,100.007,N,0
5CCDSWkstpxIKIsq0aKKC8,Freddie Freeloader,Sam Gendel,0.314,0.186,0.93,0.0681,122.456,N,8
1jIEixS9ksvbasOrbmgPZl,'Til It Runs Dry,Holly Williams,0.551,0.546,0.0158,1.7800000000000002e-05,80.051,N,0
0Rc4OATgFQWZtNCPpnN4Bs,Shy,Young Bravo,0.642,0.352,0.209,0.0,139.941,N,1
5y4ibbbUPthLlPDhlCYReT,Limbs In The Grinder,Embalmer,0.265,0.976,0.166,0.8440000000000001,127.725,N,12
2yXcMKYMzWRgD48elIp6J9,Cassie's Inner Circle,Lisa McCormick,0.847,0.5670000000000001,0.655,0.000532,128.04399999999998,N,3
44i9BpRmOWVe1evBAZMTQ5,Put That On Everything (feat. Krizz Kaliko),Liquid Assassin and  Krizz Kaliko,0.775,0.906,0.528,0.0,146.00799999999995,N,1
4FlU1CdAbCH7DjTqcNNO1k,Piece of Pie,Stone Temple Pilots,0.365,0.912,2.37e-05,0.000108,150.578,N,10
5fpbldAH5jSsgq2zdE0vh0,Gonna Bounce Back,The Magic Gang,0.599,0.7859999999999999,0.000193,0.585,160.009,N,5
1heCs3XkHvBLVLQbUMHyQs,Snaps,Buck Hill,0.477,0.524,0.351,0.065,115.644,N,7
4dITV0VHE7QYw5cRSFm6GZ,Sepulto Domino,Grzegorz Gerwazy Gorczycki and  The Sixteen and  Eamonn Dougan,0.158,0.0627,0.99,1.32e-05,133.859,N,8
2lV2AkcBEWjxUw6QDslcOl,Discomania,Annie Brocoli,0.672,0.8390000000000001,0.0348,0.0,128.043,N,1
2K65HcrKbuu58aGnPoOnXC,Blues from an Airplane,Jefferson Airplane,0.5770000000000001,0.608,0.81,0.0,106.347,N,3
2XjZwnWQdM2K8X6iIibeCd,"People Who Live in Glass Houses: IV. Convention of the Cordials (Convention of the Liqueurs, Wines, and Whiskies)",John Philip Sousa and  UNLV Wind Orchestra and  Thomas Leslie,0.449,0.3720000000000001,0.984,0.8420000000000001,88.52600000000002,N,2
5vx8i95GzyWPNTXZq1Qq8F,Meadowland,Amethystium,0.523,0.732,0.624,0.0739,179.989,N,10
3sY2zyy8aX9r1i1Qum7MFT,Te Cerre Mi Corazón,Los Traficantes Del Norte,0.473,0.83,0.417,0.0,106.316,N,7
151bsHAKVNrQ6ecCTMUv7I,Unite,The Buccaneers,0.7340000000000001,0.639,0.0174,0.0093,159.955,N,1
5Z5AiSMA8UDeILrA2Gbiwk,The Unda Ground,Azeem,0.561,0.5870000000000001,0.0791,0.0,91.921,N,0
5kxqPQ5Gasw1jXyBDCPDkN,Houses of the Holy - Remaster,Led Zeppelin,0.631,0.85,0.15,0.0627,123.086,N,1
2J6eDl3fuwsrVyy6GzvfNV,Oh Mama No,Vienna Teng,0.55,0.325,0.938,0.00427,152.088,N,8
5yWun7mJG0JKlrnDjoW3w0,Who Let the Bulls Out?,Marco Beltrami,0.259,0.421,0.629,0.882,169.987,N,9
1NJK1NE8cw0WYxB2vg6zPz,Chain Of Fools,Lisa Sokolov,0.467,0.433,0.828,2.06e-06,154.217,N,8
3QNQrM2ZlFytBizhdQUrtI,Brenda,Maxo Kream,0.789,0.682,0.385,0.0,134.987,N,1
03PK9T4xKyoSWpEh4nMya0,Should've Been Home With You,James Leg,0.289,0.941,0.000416,0.0363,132.749,N,10
7eyPVIaIEqtJR6hUgRKtYB,Push (with Peter Wolf),Aretha Franklin and  Peter Wolf,0.684,0.892,0.41,0.00703,118.968,N,1
5AY8kXvcWZ0s3X6ZcNeAvW,For All Its Fury: V. Curl,Devonté Hynes and  Third Coast Percussion,0.575,0.37,0.0307,0.936,120.104,N,4
154673xSJN5LBVV03fqNc7,Dopamine,Nick Soru,0.489,0.502,0.3,0.000229,179.99200000000005,N,10
1Vx2EwXVXZek3xj1LEyDea,Armies of the Dead - Genocide Violent Death Demo Autumn '85,Repulsion,0.1119999999999999,0.978,0.00371,0.858,82.30799999999998,N,12
0jf0hNePIm0KJQyvz7zFRe,Believe Me,Jake Brennan and  The Confidence Men,0.585,0.893,0.0243,0.0,114.141,N,7
26jS5vugvJYRrOXEyLqD75,Over in the Meadow,Stacymusic,0.753,0.552,0.4579999999999999,0.0,145.072,N,1
6mNlkfF9nRP5FQSik1ifgz,The Wing,Maple Bee,0.5539999999999999,0.183,0.913,0.94,137.683,N,2
04pbvebQk64O5JgqfVNJBR,Heart Beat,Ross Neilsen,0.377,0.218,0.7020000000000001,0.797,180.759,N,9
47Dw4lvhDtm2e4Ztl004iR,Colours,Weekends Away,0.5,0.488,0.748,0.0,89.25299999999999,N,3
3k6lAEFVZBbvdXTfnPwCVA,Along the Way,The Blinded,0.27,0.985,0.000111,0.0864,195.104,N,10
4VxRnOhfBS4u90ECVuqq6f,(It Happens) Sometimes - OFFAIAH Club Mix,Jack Back and  OFFAIAH,0.867,0.831,4.620000000000001e-05,0.351,123.998,N,1
7EP8pkOeknfrKQe7uRLhPK,Marching Orders,Truth,0.974,0.7709999999999999,0.0705,0.000165,128.97899999999998,N,1
2V34U3k9lL4rDXEseFXvF2,Brighter Days,THR3AT and  Ayok and  Lingo and  Don PERA,0.69,0.718,0.0876,2.58e-05,83.069,N,0
4GPXhuoT8yBH8CgXUOr1h0,Vow For Revenge,Brian Tyler,0.487,0.271,0.0387,0.745,164.106,N,5
3io6g7m36dNfrexE1hHeg2,Gaslight,John Vanderslice,0.589,0.7140000000000001,0.1639999999999999,0.6579999999999999,106.17,N,4
5VFyZXu5MvJLPRaQkk5OfE,Till It's Gone,Erin Enderlin,0.4429999999999999,0.359,0.841,0.00773,77.188,N,6
4A29UE80LqZ9pssi81t57x,Crunchy Air,Tic Code,0.365,0.514,0.023,0.787,76.845,N,12
44rIcwKjoCMb5kIMcp40fM,Spy Kids,49th Parallel,0.81,0.5920000000000001,0.145,0.0,132.056,N,1
248W5FswVixO56Q7DP0F8c,Have You Ever Seen the Rain,Cæcilie Norby,0.369,0.29,0.971,0.00645,113.914,N,6
3IGDjnVf4i7g44bePMSKV0,MY BED,24kGoldn,0.7340000000000001,0.552,0.139,0.0,127.96,N,1
2jE1k8s2lWWdlNswXtZBbC,Li-Li-Li-Liebe,Heinz Rühmann,0.7959999999999999,0.364,0.979,0.0003549999999999,112.399,N,3
7I2ldg1QTDKeuZrqhy8GP4,Legendary,Faydee,0.742,0.894,0.00999,0.0,106.983,N,0
6um0V4fJzJu79rhWbsvOsk,La Malagradecida,José Alfredo Jimenez,0.53,0.0741,0.852,0.0,105.315,N,3
5tWNI2bkreOE7WqsFHcBm3,The Last War,Heart Attack,0.193,0.922,0.0147,0.491,179.503,N,5
78BLRURgtlwUpgvUCpyFWN,Interlude,Riki Michele,0.252,0.0658,0.98,0.8170000000000001,91.058,N,11
1EWIOSQ1ifVwKkAP13SuQm,"Hippie, Hippie, Hoorah",Black Lips,0.267,0.952,0.852,0.0484,174.428,N,10
3icMnwtnTfVexpObPPy9Hi,Afternoon Forest Valse,Tania Giannouli and  Paulo Chagas,0.228,0.0594,0.972,0.7709999999999999,67.442,N,11
4uf0Y9Tq0EHgLreMiQSMYP,The Call,Jenise La Vonne,0.466,0.625,0.0203,0.0,167.963,N,10
2HreSF3ZwExcPmRsDlv8Bk,"Cello Suite No. 2 in D minor, BWV 1008: II. Allemande",Various Artists,0.3329999999999999,0.0673,0.964,0.95,136.446,N,9
09nRJTbRS8TiCrwyhFjcHl,Puta Especie Humana,Ardelhatxa,0.35,0.956,0.000147,4.14e-06,170.032,N,10
4QvcHzYFzwI8bzDcDrvBQc,Retro Classic,Jettison Bombardier and  Coolassppl and  A.Heard,0.3979999999999999,0.821,0.31,0.0,159.245,N,10
0qdGQJxECioLxnyyzKdxC5,Where Are You?,Mike Steinel,0.433,0.0848,0.963,0.00224,115.712,N,6
53H4lb7cg8JrAMNnNJRK85,Satanic,Busta Rhymes,0.4529999999999999,0.862,0.0394,0.00115,79.48100000000002,N,7
1F2UtIjNq7e3nvFcaoMl17,Save Me Sorrow,Bullets And Octane,0.52,0.955,0.000356,0.00572,140.121,N,10
4sHILWbMjHTFw4ZOJhpCDt,Bellini: Il Pirata: Giusto cielo! Gualtier - Act Two,Vincenzo Bellini and  Flora Rafanelli and  Florence May Festival Chorus and  Flaviano Labo,0.331,0.0739,0.931,6.35e-06,77.85,N,6
1le9jyKyTWewXIMkUBdtvw,Wreck Of The Old 97,Mac Wiseman,0.605,0.525,0.46,0.0,111.002,N,3
5MSgKB11mTvW2D949ESZPc,"Hymn-Anthem on the tune Ye watchers and ye holy ones, Op. 403: Anthem on Ye watchers and ye holy ones, Op. 403",Healey Willan and  Matthew Larkin and  Elora Festival Singers and  Noel Edison,0.147,0.0942,0.966,0.0348,69.986,N,6
4kT3II0SkmmF9ni6RPWRjK,"Orchestral Suite No. 2 in B Minor, BWV 1067: VI. Menuet",Johann Sebastian Bach and  Alexander Titov and  St. Petersburg Classic Music Studio Orchestra,0.586,0.124,0.888,0.0285,111.895,N,3
3wh58LOF2Nhh52tc7Din0k,River Hip Mama,Charlie Musselwhite,0.472,0.737,0.319,0.000286,162.362,N,10
5dCARy450cOMJum250woHr,All Night Long (Radio Version),Young Soulja The Realest and  Cherry Da Vixen,0.836,0.614,0.15,0.0,102.068,N,0
0yddcwRcZERAoclHsDAKp9,Strange Invisible - 2016 Gypsy Den Acoustic Rehearsal,Julien-K,0.47,0.947,0.00115,5.25e-06,73.565,N,7
5kvpJcOCPusojJ5jaWaJOS,Too Late,Dead Lord,0.259,0.8170000000000001,0.00175,0.0002,168.495,N,10
7zxGC8qMMxD8pEMm1YzM2w,Insensatez,Tessa Souter,0.8,0.252,0.634,0.0054,120.037,N,3
0Szj937lYpTUY1I4EC0885,"Die Kunst der Fuge (The Art of Fugue), BWV 1080 (arr. B. Labadie): Contrapunctus IX",Johann Sebastian Bach and  Bernard Labadie and  Pascale Giguère and  Nicole Trotier and  Jean-Louis Blouin and  Carla Antoun and  Pierre-Alain Bouvrette and  Richard Paré and  Rejean Poirier and  Les Violons du Roy,0.435,0.299,0.955,0.8959999999999999,111.022,N,2
5T2j8ZVn5ufApHuuodEyWX,Gotta Be You,Bart Walker,0.574,0.892,0.0139999999999999,0.0141,123.995,N,7
6giRgBI08dv2HdG1i5fCh3,"Preludes, Book 2: No. 10. Canope: Tres calme et doucement triste",Claude Debussy and  Jorge Federico Osorio,0.5660000000000001,0.0026899999999999,0.985,0.762,129.74200000000002,N,2
0vBCQeiEKRy6eJmrf5zz4H,"Singing Winds, Crying Beasts",Santana,0.311,0.465,0.918,0.8290000000000001,120.305,N,9
6J2LUmyrHprap6r0coBigv,Composition No. 168,Anthony Braxton and  Ted Reichman,0.387,0.1159999999999999,0.964,0.175,77.35600000000002,N,6
4d4UBNi9z1h4T4mloZqFfj,At Sundown,Bucky Pizzarelli,0.57,0.444,0.965,0.922,108.732,N,2
24agaUQT9CL6IrTa2GyxWh,On the Deck of a Spanish Sailing Ship,Ty Taylor and  Songs for a New World Ensemble,0.314,0.299,0.785,0.0,152.672,N,8
3lji8M9uVSl2fATGVXnClQ,Apology,Buc-Tuffa,0.809,0.6409999999999999,0.182,0.0,119.94,N,0
3J8PBERoQGV2HtoOZWhxYB,Destiny,Citadellion,0.283,0.718,0.0323,0.0,149.804,N,10
1okTW0YEk8dSHlyDqSXd4w,"Sonata à 3 due violino, trombone, fagotto con organo",Johann Heinrich Schmelzer and  Jörgen Van Rijen and  Combattimento Consort Amsterdam and  Jan Willem de Vriend,0.375,0.125,0.935,0.7879999999999999,110.246,N,2
4hKQQEidmrT6aLEgJFSYI0,Untitled #10,Sool,0.3979999999999999,0.525,0.866,0.0,169.89700000000005,N,8
7Fkc4JzHWV8lzN9pLB3VP9,Hallelujah,Athens Creek,0.514,0.3289999999999999,0.7879999999999999,0.0,100.638,N,3
3XPF2VaM0kHW58zjNILSlB,"Piano Sonata No. 18 in E-Flat Major, Op. 31, No. 3, ""La Chasse"": II. Scherzo: Allegretto vivace",Ludwig van Beethoven and  Mari Kodama,0.402,0.0892,0.989,0.853,96.03,N,2
6AC4WlnDeyy5PkZVjkQIJH,When You Could Still Remember,Steve Moakler,0.42,0.422,0.619,6.81e-06,141.537,N,8
16oXjlIsDDwk78A06ABEi7,Out of Range (Electric),Ani DiFranco,0.619,0.787,0.00514,2.03e-06,139.35399999999998,N,1
4yMgqKpM79H80QuNon2uUv,白米様,Nogizaka46,0.5479999999999999,0.914,0.2239999999999999,0.0,156.984,N,10
7v5xFKaTqZkw8vzsZqitU8,Sur la route de Dijon,Pierre Daignault,0.7979999999999999,0.779,0.857,0.0,124.193,N,3
0Zq1J7nJkPdJb0ZB2yyq3m,Running to Stand Still,Earl Pickens & Family,0.59,0.183,0.446,5.99e-06,114.78,N,3
0qrODs0mRWEV5wbgAtObWI,Are We Forgotten,ill Angelic,0.311,0.892,0.00045,0.00543,95.031,N,7
506QmzLqTwW2OKcJZNJBAx,Diamonds & Pearls,Dirty Heads,0.8540000000000001,0.619,0.00161,0.0,130.01,N,1
5LbANuq6zz96fVjwLX0Da5,Red Eyes,Zombie Hyperdrive,0.381,0.809,0.00569,0.975,118.069,N,12
4T2hE1A6YcRRTXqWbOJrwV,Inescapable Love/8 Seconds (feat. Maneesh De Moor) [Dance Mix],Miten and  Maneesh de Moor,0.675,0.733,0.00151,0.158,88.01100000000002,N,0
6iza5OwyaCy5OUDKnxZDPK,You Can't Stop Rock and Roll,Twisted Sister,0.24,0.979,0.000544,1.21e-05,192.099,N,10
7nOFopiEvgJWTRblpEAWJk,Omnivore,Heaviside,0.55,0.932,4.35e-05,0.0274,122.021,N,7
0hcLxpNDBTgBdi3UbPOFHU,Crazy in Love,Antique Gold,0.6509999999999999,0.319,0.978,0.0,86.007,N,3
5eKs28w6kU8cWvMfsVx9iU,"Memento Mori: An Aids Requiem for soloists, men's chorus and chamber orchestra: Yizkor","Amor Artis Chorale & Orchestra and  Victoria Livengood and  James Dutton and  ""Maire OBrien"" and  Steve Huffines and  Neil Farrell",0.188,0.102,0.99,0.319,80.208,N,6
60skwafKd0rRKYFC8C732i,Prelude Circulation,California Guitar Trio,0.2189999999999999,0.465,0.8079999999999999,0.86,116.946,N,9
1tJas8hARZKJeBC9TXW1W3,We Are the Noise,Skinjob,0.557,0.963,0.0013599999999999,0.951,125.033,N,4
5jHOjoPbHmQJYi9osNLlvo,The Book of Signs: II. Variaciones sobre un tema sentimental,Leo Brouwer and  Brasil Guitar Duo and  Delaware Symphony Orchestra and  David Amado,0.24,0.0125,0.979,0.93,57.914,N,11
1N9h9jQyXyohD3DdJjGPVK,And The Ass Saw The Angel,Gary Lucas and  Nick Cave,0.708,0.386,0.7340000000000001,0.0,128.002,N,3
71wMzkF396psf5aLmdwTMO,Rhett Relents,Bryan Lubeck,0.75,0.3670000000000001,0.907,0.902,132.57399999999998,N,2
7cm722fdAxbbHd9DLvK9yq,I Wonder What They're Doing In Heaven Today,The New Appalachians,0.344,0.0774,0.971,0.0,72.38600000000002,N,6
6zzt99jVr05IlxwmSRZcIA,Du Darfst Mir Nie Mehr Rote Rosen Schenken,Zarah Leander,0.3720000000000001,0.132,0.993,0.243,133.028,N,8
3zSBN4anmy44QLVkipxot3,Talk,NRBQ,0.531,0.392,0.205,3.16e-05,117.047,N,1
0sKVtvAkjY9PtF8OGI6lsI,Mad Cow,Fattburger,0.619,0.888,0.103,0.795,108.05,N,4
0YDvKU7j6Bt0GDS7oKjUb9,The Glock,Vicious,0.77,0.769,0.2689999999999999,0.0,186.36900000000003,N,1
3Kk7VenBijrf6rX0OCBvK3,Ponte Bellaca (Augmntd Remix) [feat. John O & E.Q.],RhythmDB and  John O. and  E.Q.,0.8109999999999999,0.722,0.000735,0.8740000000000001,121.994,N,4
1Qi2f7GT5D32OBLbhwzmHd,Destination,Black Majesty,0.41,0.8270000000000001,2.12e-05,0.7809999999999999,125.898,N,12
3xLI0IZFsFPa2M18rOIPSV,Creo,La Jose,0.767,0.469,0.815,9.38e-05,126.656,N,3
0AnJLLoIzbJTfrP4VRemX5,"Now I'm Older, Silver Girl",Lida Husik and  Beaumont Hannant,0.17,0.136,0.84,0.425,85.557,N,11
3LdXFvVkrkmYgheO0l9iKT,Daycurrents,Adam Sherkin,0.366,0.0332,0.993,0.8859999999999999,174.707,N,9
4EfFBIiZxNC16MClIEG3WZ,Just Like a Woman,Barbara Higbie,0.281,0.252,0.865,0.000174,177.94299999999996,N,8
1pW1DwkJL7GEChQUSI91Yq,La Droga,Guerrilla Urbana,0.34,0.753,0.00381,0.0,89.045,N,7
221Mym3Z8Dk0IcRRpgjKIf,Release Me - Peter Rauhofer's Reconstruction Mix,Industry,0.737,0.652,8.61e-06,0.0959,128.007,N,1
470quh8OvBkcZG393xjakp,"Violin Partita No. 2 in D Minor, BWV 1004: III. Sarabande",Johann Sebastian Bach and  Christiane Edinger,0.179,0.0187,0.992,0.217,100.36,N,6
23j5QmQcguM8ansETAuDwr,Point and Click,CHANT,0.701,0.774,0.0118,0.122,135.955,N,1
0ZETEnDw1i5E2s11NxeC7K,Ménilmontant,Philippe Gautier,0.366,0.601,0.784,0.00134,202.567,N,8
1LisgLkjosfSP1WxYXjqKE,Dancing at the Blue Lagoon,Cayucas,0.6709999999999999,0.75,0.36,0.00263,104.991,N,0
57wZ16kYyo0v5t506rTtvm,Jock Squad,Scharpling & Wurster and  Jon Wurster and  Tom Scharpling,0.634,0.41,0.975,0.0,81.794,N,3
3yfxuBxMjX703zu6jRkJ4w,Again Today / Hiding My Heart,Brandi Carlile,0.406,0.254,0.708,2.07e-05,80.241,N,6
7sup3yCFxznzKXFBYznTBj,Circle Of Joy,Lisa Lynne,0.6679999999999999,0.413,0.901,0.248,120.061,N,3
7L0MK43tJbLFhoPqTgLHvu,All I Want Is You (This Christmas),*NSYNC,0.589,0.823,0.145,0.000226,95.018,N,7
1UI0l2L66HJ9AtoEOlHzv4,Sometimes,Britney Spears,0.745,0.742,0.42,0.0,95.996,N,0
0E2aAmZmDlocStBxCCQyOU,Hide Me,Ember Island,0.1639999999999999,0.435,0.5529999999999999,0.000436,176.607,N,8
7cvyH0AE5Gpl2fJ0bAbs5C,Vintage Satisfaction - DJ Oli Garch's Disco Mix,Funky Destination,0.8240000000000001,0.654,0.00401,0.787,111.992,N,4
4mPEn4lNp6I6XG39mYnAeT,Never Gonna Let You Go,Phil Vincent,0.487,0.7959999999999999,1.95e-05,1.26e-06,135.558,N,10
3afmT9W7N1wUWR9hXxF9Eb,Wild Mountain Nation,Blitzen Trapper,0.7140000000000001,0.862,0.299,5.09e-05,135.282,N,1
5gcTFakVjIbP7WZzPSc2BE,8 Peces per a piano: Esglesia endolada,Manuel Blancafort and  Miquel Villalba,0.591,0.00267,0.996,0.944,123.894,N,2
69gmw1u1ue6tqRyDZ8nF7n,Sentenced in Absentia,Altar Of Oblivion,0.501,0.67,0.00892,0.00135,77.52,N,7
3LIBIH2jwfHrVoZqXkcpVw,"Symphony No. 1 in E-Flat Major, Op. 8: III. Andante",Reinhold Glière and  BBC Philharmonic and  Sir Edward Downes,0.0607,0.0142,0.935,0.893,62.6,N,11
0Q9IAaCVS0PuaH3GH81Krz,Sonata I a otto,Heinrich Ignaz Franz von Biber and  Gunar Letzbor and  Ars Antiqua Austria,0.307,0.205,0.941,0.556,153.047,N,9
2qHxBAkoWQgAyd4TSYi0by,One Way,Branford Marsalis & Joey Calderazzo,0.6409999999999999,0.27,0.985,0.833,140.108,N,2
5rmZuX8JdYJS8oHgs9bdvf,Take Me Apart,SYML,0.501,0.256,0.926,0.306,100.085,N,3
